BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT,BALANCE_GROUP,BALANCE_FREQ_GROUP,PURCHASES_GROUP,ONEOFF_PURCHASES_GROUP,INSTALLMENTS_PURCHASES_GROUP,CASH_ADVANCE_GROUP,PURCHASES_FREQ_GROUP,ONEOFF_PURCHASES_FREQ_GROUP,PURCHASES_INSTALLMENTS_FREQ_GROUP,CASH_ADVANCE_FREQ_GROUP,CASH_ADVANCE_TRX_GROUP,PURCHASES_TRX_GROUP,CREDIT_LIMIT_GROUP,PAYMENTS_GROUP,MIN_PAYMENTS_GROUP,PRC_FULL_PAYMENT_GROUP
48.28,1.0,325.92,0.0,325.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,347.67,166.31,0.42,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.41-0.6
602.21,1.0,965.0,965.0,0.0,0.0,0.25,0.25,0.0,0.0,0,5,1200.0,258.75,210.58,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
22.99,0.45,200.0,0.0,200.0,0.0,0.36,0.0,0.36,0.0,0,4,2000.0,490.15,161.91,0.0,11,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1682.09,1.0,2263.38,837.61,1425.77,784.03,1.0,0.5,1.0,0.17,3,69,4000.0,2411.31,443.91,0.0,12,0,0-2000,0.81-1,2001-4000,0-2000,0-2000,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,61-75,2001-4000,2001-4000,0-2000,0-0.2
2046.73,0.82,1369.72,422.44,947.28,1817.81,0.75,0.17,0.67,0.17,4,17,2500.0,242.74,10729.19,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,16-30,2001-4000,0-2000,10001-12000,0-0.2
839.08,0.73,0.0,0.0,0.0,609.46,0.0,0.0,0.0,0.42,6,0,1800.0,2719.93,407.0,0.12,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,0-2000,2001-4000,0-2000,0-0.2
28.24,0.55,320.0,0.0,320.0,0.0,0.5,0.0,0.42,0.0,0,6,1000.0,551.23,153.09,0.4,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.21-0.4
929.11,0.73,1622.0,1622.0,0.0,0.0,0.17,0.17,0.0,0.0,0,2,1800.0,269.02,226.42,0.0,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
17.21,0.82,109.0,0.0,109.0,0.0,0.5,0.0,0.42,0.0,0,6,1000.0,143.41,106.19,0.1,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
72.37,1.0,588.0,0.0,588.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,577.95,183.98,0.58,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.41-0.6
3239.01,1.0,0.0,0.0,0.0,1678.52,0.0,0.0,0.0,0.08,3,0,4000.0,1129.6,887.37,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
67.25,0.55,0.0,0.0,0.0,90.56,0.0,0.0,0.0,0.08,3,0,500.0,987.79,78.99,0.33,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.21-0.4
397.14,0.36,0.0,0.0,0.0,1188.21,0.0,0.0,0.0,0.17,3,0,1200.0,232.7,351.19,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1873.62,1.0,396.26,396.26,0.0,2025.44,0.57,0.57,0.0,0.57,10,14,2500.0,353.51,384.16,0.0,7,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0.41-0.6,0.41-0.6,0-0.2,0.41-0.6,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
0.39,0.09,43.33,0.0,43.33,0.0,0.08,0.0,0.08,0.0,0,1,1200.0,0.0,0.0,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
3.39,0.27,72.44,0.0,72.44,0.0,0.33,0.0,0.33,0.0,0,4,1000.0,194.46,111.93,0.75,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.61-0.8
55.24,1.0,750.0,0.0,750.0,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,710.62,171.55,1.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.81-1
2.43,0.17,0.0,0.0,0.0,38.61,0.0,0.0,0.0,0.17,1,0,500.0,0.0,0.0,0.0,6,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
0.0,0.0,120.82,0.0,120.82,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,275.03,275.03,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
31.93,0.36,365.36,0.0,365.36,0.0,0.33,0.0,0.33,0.0,0,4,1833.33,822.12,137.77,1.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.81-1
34.75,1.0,2562.0,0.0,2562.0,0.0,1.0,0.0,1.0,0.0,0,12,2300.0,2544.22,154.15,0.45,12,0,0-2000,0.81-1,2001-4000,0-2000,2001-4000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,2001-4000,0-2000,0.41-0.6
14.51,0.45,186.14,0.0,186.14,0.0,0.75,0.0,0.67,0.0,0,9,2500.0,181.85,78.98,0.14,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
410.47,0.55,826.0,116.0,710.0,750.5,0.91,0.18,0.82,0.09,2,15,1000.0,1750.07,483.94,0.12,11,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
289.1,1.0,3106.1,2368.6,737.5,0.0,1.0,1.0,0.67,0.0,0,59,1300.0,2656.1,184.24,0.83,12,0,0-2000,0.81-1,2001-4000,2001-4000,0-2000,0-2000,0.81-1,0.81-1,0.61-0.8,0-0.2,0-5,46-60,0-2000,2001-4000,0-2000,0.81-1
2.04,0.18,26.53,26.53,0.0,0.0,0.08,0.08,0.0,0.0,0,1,2500.0,155.97,82.35,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
13.08,0.09,350.0,350.0,0.0,0.0,0.08,0.08,0.0,0.0,0,1,1000.0,3929.64,3929.64,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,2001-4000,2001-4000,0-0.2
1047.18,0.82,1727.64,0.0,1727.64,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,3548.8,3243.69,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,2001-4000,2001-4000,0-0.2
161.44,1.0,1767.61,320.02,1447.59,0.0,1.0,0.08,1.0,0.0,0,20,2000.0,1688.47,176.28,0.58,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0.41-0.6
2.1,0.18,65.0,65.0,0.0,0.0,0.08,0.08,0.0,0.0,0,1,3000.0,282.39,41.48,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1384.43,1.0,3013.2,924.39,2088.81,0.0,1.0,0.17,1.0,0.0,0,33,6600.0,1218.3,316.47,0.0,12,1,0-2000,0.81-1,2001-4000,0-2000,2001-4000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,31-45,6001-8000,0-2000,0-2000,0-0.2
155.17,0.8,1084.76,0.0,1084.76,0.0,0.8,0.0,0.7,0.0,0,12,4000.0,1070.91,147.7,0.67,10,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.61-0.8
1.64,0.09,42.49,42.49,0.0,0.0,0.08,0.08,0.0,0.0,0,1,1200.0,231.48,86.84,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
39.89,1.0,433.32,0.0,433.32,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,453.19,179.9,0.67,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0.61-0.8
16.07,0.55,154.45,0.0,154.45,0.0,0.42,0.0,0.42,0.0,0,5,4000.0,301.05,122.2,0.17,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
0.0,0.0,113.0,0.0,113.0,0.0,0.33,0.0,0.33,0.0,0,5,4000.0,268.52,268.52,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1478.08,1.0,0.0,0.0,0.0,204.29,0.0,0.0,0.0,0.33,5,0,1500.0,383.28,534.47,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1455.21,0.83,0.0,0.0,0.0,3195.76,0.0,0.0,0.0,0.83,10,0,4000.0,147.83,227.43,0.0,6,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.81-1,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
3074.49,1.0,0.0,0.0,0.0,3382.23,0.0,0.0,0.0,0.17,2,0,4000.0,3249.4,695.0,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,2001-4000,0-2000,0-0.2
0.02,0.12,0.0,0.0,0.0,922.82,0.0,0.0,0.0,0.12,1,0,4000.0,36.67,36.67,0.0,8,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
11.92,0.1,276.79,276.79,0.0,0.0,0.1,0.1,0.0,0.0,0,3,3000.0,0.0,0.0,0.0,10,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1087.57,1.0,0.0,0.0,0.0,216.51,0.0,0.0,0.0,0.44,4,0,1200.0,283.41,267.81,0.0,9,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
439.36,1.0,862.74,862.74,0.0,90.32,0.67,0.67,0.0,0.25,4,22,1000.0,789.18,208.77,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0.61-0.8,0-0.2,0.21-0.4,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
30.29,0.82,0.0,0.0,0.0,827.81,0.0,0.0,0.0,0.42,11,0,1000.0,963.27,74.39,0.17,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,11-15,0-15,0-2000,0-2000,0-2000,0-0.2
100.21,0.8,639.29,116.9,522.39,0.0,0.8,0.1,0.7,0.0,0,17,1500.0,269.85,156.75,0.5,10,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0.41-0.6
12.21,0.55,143.75,0.0,143.75,0.0,0.42,0.0,0.42,0.0,0,5,1500.0,330.5,147.69,1.0,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.81-1
6.65,1.0,228.84,0.0,228.84,0.0,0.67,0.0,0.67,0.0,0,12,4000.0,232.79,96.6,1.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.81-1
17.83,0.55,153.6,0.0,153.6,0.0,0.42,0.0,0.42,0.0,0,5,1000.0,207.38,86.95,0.36,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.21-0.4
73.24,1.0,797.2,644.8,152.4,0.0,1.0,0.33,1.0,0.0,0,16,1200.0,645.8,140.72,0.45,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0.41-0.6
799.01,1.0,192.96,0.0,192.96,559.39,1.0,0.0,1.0,0.33,5,12,2000.0,691.53,170.55,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0.21-0.4,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
796.56,1.0,531.24,0.0,531.24,888.11,1.0,0.0,0.83,0.33,4,6,1000.0,684.86,654.57,0.0,6,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0.21-0.4,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
3.36,0.27,582.94,0.0,582.94,0.0,0.42,0.0,0.42,0.0,0,5,2000.0,28.01,14.85,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
143.54,1.0,415.47,0.0,415.47,0.0,1.0,0.0,1.0,0.0,0,17,3000.0,394.51,172.57,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0-0.2
2170.92,1.0,70.77,70.77,0.0,2524.18,0.08,0.08,0.0,0.25,3,1,2500.0,545.08,470.56,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
11.75,0.18,80.75,80.75,0.0,0.0,0.08,0.08,0.0,0.0,0,1,2000.0,0.0,0.0,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
23.93,0.82,266.1,0.0,266.1,0.0,0.67,0.0,0.58,0.0,0,8,4000.0,313.23,122.23,0.64,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.61-0.8
1869.63,1.0,0.0,0.0,0.0,1897.99,0.0,0.0,0.0,0.17,4,0,2000.0,454.35,452.6,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
150.27,1.0,853.44,0.0,853.44,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,869.41,173.65,0.08,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
11.4,0.64,100.5,0.0,100.5,0.0,0.5,0.0,0.5,0.0,0,6,3000.0,148.93,87.11,0.14,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
13.13,0.55,106.98,0.0,106.98,0.0,0.5,0.0,0.5,0.0,0,6,2500.0,275.24,142.42,0.5,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.41-0.6
1619.88,1.0,441.18,50.0,391.18,700.95,0.5,0.08,0.5,0.17,4,12,3000.0,963.14,370.58,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
7.05,0.82,427.98,0.0,427.98,0.0,1.0,0.0,0.92,0.0,0,18,1500.0,402.34,17.77,0.11,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
26.77,1.0,550.0,0.0,550.0,0.0,0.92,0.0,0.92,0.0,0,11,2000.0,581.91,27.14,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
126.87,0.55,568.5,0.0,568.5,0.0,0.5,0.0,0.5,0.0,0,6,2000.0,1294.22,201.54,0.0,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
3172.11,1.0,454.13,0.0,454.13,4323.52,1.0,0.0,0.89,0.78,22,11,4000.0,1746.25,1091.7,0.0,9,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0.81-1,0-0.2,0.81-1,0.61-0.8,21-25,0-15,2001-4000,0-2000,0-2000,0-0.2
24.72,0.55,280.04,0.0,280.04,0.0,0.5,0.0,0.5,0.0,0,6,2500.0,538.9,140.5,0.67,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.61-0.8
477.26,1.0,49.0,49.0,0.0,0.0,0.08,0.08,0.0,0.0,0,1,500.0,112.96,232.61,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
22.32,0.36,95.0,95.0,0.0,1162.05,0.08,0.08,0.0,0.17,3,1,2500.0,4094.26,40.14,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,4001-6000,0-2000,0-0.2
986.85,1.0,558.18,0.0,558.18,45.31,1.0,0.0,1.0,0.08,1,39,1000.0,1548.49,5737.91,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,31-45,0-2000,0-2000,4001-6000,0-0.2
21.17,1.0,236.4,8.4,228.0,0.0,1.0,1.0,1.0,0.0,0,24,2500.0,217.01,178.17,0.83,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.81-1,0.81-1,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0.81-1
854.57,0.88,978.26,870.95,107.31,1043.77,0.88,0.25,0.75,0.12,2,29,1500.0,2750.06,841.98,0.2,8,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.61-0.8,0-0.2,0-5,16-30,0-2000,2001-4000,0-2000,0-0.2
19.26,0.64,185.02,0.0,185.02,0.0,0.5,0.0,0.5,0.0,0,6,2500.0,233.03,80.12,0.3,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.21-0.4
131.84,0.55,2234.02,0.0,2234.02,0.0,0.5,0.0,0.5,0.0,0,6,2000.0,4432.95,153.81,1.0,12,0,0-2000,0.41-0.6,2001-4000,0-2000,2001-4000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,4001-6000,0-2000,0.81-1
528.11,1.0,674.52,0.0,674.52,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,127.77,275.71,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
908.47,1.0,425.0,0.0,425.0,1457.73,0.58,0.0,0.58,0.25,5,9,2000.0,742.93,262.93,0.25,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0.21-0.4,0-5,0-15,0-2000,0-2000,0-2000,0.21-0.4
482.41,0.64,0.0,0.0,0.0,1071.19,0.0,0.0,0.0,0.17,3,0,1400.0,702.07,162.56,0.09,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
3326.32,1.0,8209.77,2218.28,5991.49,0.0,1.0,0.42,1.0,0.0,0,130,10000.0,1942.07,702.91,0.08,12,2,2001-4000,0.81-1,8001-10000,2001-4000,4001-6000,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,121-135,8001-10000,0-2000,0-2000,0-0.2
16.27,0.3,1131.46,1131.46,0.0,0.0,0.2,0.2,0.0,0.0,0,3,3000.0,932.98,69.56,0.0,10,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
35.52,0.91,283.8,0.0,283.8,0.0,0.83,0.0,0.75,0.0,0,10,2500.0,302.74,171.01,0.67,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.61-0.8,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.61-0.8
547.29,1.0,0.0,0.0,0.0,243.34,0.0,0.0,0.0,0.17,2,0,2000.0,232.43,163.41,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
528.46,1.0,0.0,0.0,0.0,5191.74,0.0,0.0,0.0,0.83,11,0,1000.0,4736.81,309.55,0.83,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.81-1,11-15,0-15,0-2000,4001-6000,0-2000,0.81-1
1594.99,0.88,667.0,569.0,98.0,1880.65,0.88,0.12,0.75,0.5,5,8,2500.0,248.75,455.03,0.0,8,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.61-0.8,0.41-0.6,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
78.82,1.0,1333.75,964.72,369.03,0.0,1.0,0.58,0.58,0.0,0,18,1000.0,1266.89,146.63,0.89,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.41-0.6,0.41-0.6,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0.81-1
1297.74,0.91,944.44,0.0,944.44,1382.21,1.0,0.0,1.0,0.17,5,32,1500.0,2685.67,1509.47,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,31-45,0-2000,2001-4000,0-2000,0-0.2
237.0,0.73,0.0,0.0,0.0,3806.18,0.0,0.0,0.0,0.67,41,0,1000.0,4609.78,139.36,0.6,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.61-0.8,41-45,0-15,0-2000,4001-6000,0-2000,0.41-0.6
221.81,0.73,0.0,0.0,0.0,903.68,0.0,0.0,0.0,0.17,2,0,500.0,662.18,168.62,0.17,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
736.02,0.9,350.02,0.0,350.02,0.0,0.6,0.0,0.6,0.0,0,6,1000.0,133.83,323.06,0.0,10,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
293.13,1.0,2812.69,2512.69,300.0,0.0,0.75,0.75,0.08,0.0,0,27,1000.0,2420.21,150.06,0.83,12,0,0-2000,0.81-1,2001-4000,2001-4000,0-2000,0-2000,0.61-0.8,0.61-0.8,0-0.2,0-0.2,0-5,16-30,0-2000,2001-4000,0-2000,0.81-1
